id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
4777,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
4778,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4779,7,2,7,0,10,4,0.44,4,2.5,2,0.5,14,3,0,2,6,13.49,15.43,3211.43,0.07,49,0.06,178.41,208.15,0.75,3,5,12,0.31,18,31,7,12,13,77.78,9,FALSE
4780,3,1,3,0,4,2,0.4,2,2,1,0.5,6,1,0,2,3,12.14,5.33,345.2,0.02,17,0.19,19.18,64.73,0.5,1,2,6,0.29,8,9,6,8,7,60,5,FALSE
4781,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,1,1,4,1,4,1,0,0,FALSE
4782,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,FALSE
4783,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,FALSE
4784,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,FALSE
4785,3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,0,10.3,4,164.84,0.01,13,0.25,9.16,41.21,0.5,2,3,5,0.5,4,9,3,6,4,50,2,FALSE
4786,3,1,3,1,4,2,0.5,2,2,2,1,5,1,0,1,0,7.92,4.17,137.5,0.01,11,0.24,7.64,33,0.5,1,2,5,0.29,5,6,3,5,7,80,4,FALSE
4787,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
4788,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,50,2,FALSE
4789,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,TRUE
4790,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4791,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4792,5,0,1,0,8,3,1.5,2,4,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,23,0.07,59.68,79.57,0.33,3,4,6,0.75,6,17,2,9,4,50,2,FALSE
4793,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,4,14.99,3,134.92,0.01,13,0.33,7.5,44.97,1,0,0,3,0.25,5,8,5,6,4,66.67,3,FALSE
4794,1,1,1,0,0,1,0.33,0,0,1,1,2,1,0,2,4,20.68,1,20.68,0.01,8,1,1.15,20.68,1,0,0,3,0.13,4,4,4,2,8,33.33,3,FALSE
4795,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,50,2,FALSE
4796,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
4797,1,0,3,0,0,1,0.25,0,0,1,1,1,1,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1,0,0,2,0.17,4,11,3,7,6,75,4,FALSE
4798,1,1,1,4,0,1,0.5,0,0,1,1,2,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.13,2,4,2,4,8,83.33,2,FALSE
4799,1,3,2,0,0,1,0.33,0,0,1,1,5,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,6,0.2,2,4,2,4,5,66.67,3,FALSE
4800,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4801,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4802,7,8,15,0,12,4,0.21,6,2,4,1,20,4,1,4,5,19.5,20.92,8538.09,0.14,84,0.05,474.34,408.07,1,3,6,18,0.18,34,50,13,16,22,78.95,19,FALSE
4803,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4804,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.5,2,4,2,4,2,0,0,FALSE
4805,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,FALSE
4806,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,11.61,1,0,0,2,1,0,5,0,5,1,0,0,FALSE
4807,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
4808,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,9.05,2,36.19,0.01,7,0.5,2,18.09,1,0,0,2,1,2,5,2,4,1,0,0,FALSE
4809,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0.33,0,0,0,0,3,0,1,FALSE
4810,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4811,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.33,2,4,2,4,3,50,2,FALSE
4812,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.18,3,109.62,0.01,11,0.33,6.09,36.54,1,0,0,4,0.25,4,7,4,6,4,50,2,FALSE
4813,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,20,0.5,5,0,5,2,0.28,10,1,0,0,3,0.33,3,2,3,1,3,0,1,FALSE
4814,5,3,4,0,6,3,0.6,2,3,3,1,10,3,1,1,2,15.9,5.79,532.29,0.03,23,0.17,29.57,92,1,2,3,9,0.43,9,14,7,9,7,80,5,FALSE
4815,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,0.5,1,2,7,0.29,6,10,5,7,7,80,5,FALSE
4816,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,3,0.25,1,4,1,4,4,50,2,FALSE
4817,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1,0,0,2,1,3,8,3,7,1,0,0,FALSE
4818,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
4819,5,10,31,18,8,3,0.09,4,2,3,1,22,3,1,2,7,38.32,23.93,21937.95,0.31,166,0.04,1218.78,916.91,1,2,4,21,0.05,68,98,27,19,59,96.08,33,TRUE
4820,1,1,1,4,0,1,0.5,0,0,1,1,2,1,0,1,1,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.13,3,4,3,4,8,83.33,2,FALSE
4821,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.25,2,4,2,4,4,50,2,FALSE
4822,1,2,4,0,0,1,0.2,0,0,1,1,3,1,0,1,1,6.92,9,560.43,0.02,18,0.11,31.13,62.27,1,0,0,4,0.14,4,14,2,9,7,80,5,FALSE
4823,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,3,1,1,4,1,4,1,0,0,FALSE
4824,1,0,5,27,0,1,0.17,0,0,1,1,1,1,0,1,1,16.11,10.63,1818.74,0.06,54,0.09,101.04,171.18,1,0,0,2,0.03,17,37,4,5,35,96.97,6,FALSE
4825,5,5,14,20,8,3,0.17,4,2,3,1,14,1,0,4,1,23.56,9.73,2230.76,0.08,50,0.1,123.93,229.25,0.33,2,4,13,0.08,23,27,13,11,40,89.47,18,FALSE
4826,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,6.64,6,239.18,0.01,12,0.17,13.29,39.86,1,0,0,3,0.5,3,9,2,8,2,0,1,FALSE
4827,1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,1,9,3,81,0.01,9,0.33,4.5,27,1,0,0,2,0.2,2,7,2,6,5,66.67,3,FALSE
4828,1,0,1,1,0,1,0.5,0,0,1,1,1,1,0,1,0,9.05,2,36.19,0.01,7,0.5,2,18.09,1,0,0,2,0.2,2,5,2,4,5,66.67,2,FALSE
4829,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
4830,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
4831,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
4832,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.18,3,109.62,0.01,11,0.33,6.09,36.54,1,0,0,4,0.2,4,7,4,6,5,50,2,FALSE
4833,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,FALSE
4834,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,6,20.97,3,188.72,0.02,17,0.33,10.48,62.91,1,0,0,3,0.25,7,10,7,6,4,66.67,3,FALSE
4835,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,6.67,4.5,135,0.01,10,0.22,7.5,30,1,0,0,2,1,3,7,2,6,1,0,0,FALSE
4836,7,5,10,1,12,4,0.31,6,2,4,1,25,1,0,3,1,14.36,24.56,8656.64,0.12,75,0.04,480.92,352.53,0.25,3,6,23,0.25,26,49,9,17,16,78.57,13,FALSE
4837,9,3,27,1,0,8,0.27,0,0,2,0.25,21,1,0,3,1,39.7,12.95,6662.85,0.17,96,0.08,370.16,514.32,0.13,0,0,15,0.24,30,66,22,19,33,90.32,30,FALSE
4838,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4839,7,5,10,1,12,4,0.31,6,2,4,1,25,1,0,3,1,14.36,24.56,8656.64,0.12,75,0.04,480.92,352.53,0.25,3,6,23,0.25,26,49,9,17,16,78.57,13,FALSE
4840,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1,2,4,2,4,1,0,0,FALSE
4841,9,1,5,0,16,5,0.83,8,2,1,0.2,18,1,0,1,1,19.33,6.5,816.68,0.04,33,0.15,45.37,125.64,0.2,4,8,15,0.63,13,20,7,7,8,83.33,6,FALSE
4842,1,0,1,1,0,1,0.5,0,0,1,1,1,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,0,0,2,0.2,1,6,1,5,5,66.67,2,FALSE
4843,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,5.81,8,372.06,0.02,14,0.13,20.67,46.51,1,0,0,3,0.5,4,10,2,8,2,0,1,FALSE
4844,1,1,1,0,4,1,0.5,2,2,1,1,2,1,0,1,2,11.24,4,179.89,0.01,13,0.25,9.99,44.97,1,1,2,3,0.25,3,10,3,8,4,50,2,FALSE
4845,3,0,4,0,4,2,0.4,2,2,1,0.5,6,1,0,1,2,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.29,4,7,2,5,7,80,5,FALSE
4846,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4847,5,2,11,23,8,3,0.21,4,2,2,0.67,12,1,0,3,1,16.64,8.94,1328.8,0.05,35,0.11,73.82,148.68,0.33,2,4,11,0.08,13,22,8,11,39,91.89,14,FALSE
4848,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
4849,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4850,7,0,41,5,12,4,0.09,6,2,1,0.25,16,1,0,3,2,26.9,120.08,387847.94,1.08,714,0.01,21547.11,3229.82,0.25,3,6,14,0.08,262,452,12,11,51,93.88,44,FALSE
4851,5,0,12,0,8,3,0.21,4,2,1,0.33,10,1,0,2,5,11.04,18.86,3925.09,0.07,49,0.05,218.06,208.15,0.33,2,4,9,0.18,22,27,7,12,17,85.71,14,FALSE
4852,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,4,19.37,2.5,121.08,0.02,14,0.4,6.73,48.43,1,0,0,3,0.2,6,8,6,5,5,0,0,FALSE
4853,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,0,0,4,0.33,1,6,1,5,3,50,2,FALSE
4854,9,2,17,21,16,5,0.24,8,2,2,0.4,20,1,0,4,1,16.75,20.67,7153.34,0.12,72,0.05,397.41,346.13,0.2,4,8,17,0.11,31,41,12,16,44,90.48,21,FALSE
4855,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,8,3,72,0.01,8,0.33,4,24,1,0,0,2,1,2,6,2,6,1,0,0,FALSE
4856,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.25,2,5,2,5,4,50,2,FALSE
4857,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,FALSE
4858,3,3,7,0,4,2,0.22,2,2,2,1,8,1,0,2,1,19.99,4,319.82,0.03,21,0.25,17.77,79.95,0.5,1,2,8,0.18,8,13,7,7,11,77.78,9,FALSE
4859,3,5,6,0,4,2,0.22,2,2,2,1,12,1,0,3,3,14.94,10.13,1531.27,0.05,37,0.1,85.07,151.24,0.5,1,2,12,0.15,18,19,8,9,13,66.67,9,FALSE
4860,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,FALSE
4861,3,1,1,0,6,2,1,2,3,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,2,3,5,0.5,5,9,4,7,4,50,2,FALSE
4862,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,3,0.2,3,6,2,5,5,66.67,3,FALSE
4863,1,0,1,1,0,1,0.5,0,0,1,1,1,1,0,1,0,9.05,2,36.19,0.01,7,0.5,2,18.09,1,0,0,2,0.2,2,5,2,4,5,66.67,2,FALSE
4864,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.5,1,3,1,3,2,0,0,FALSE
4865,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1,0,0,4,0.2,5,7,5,5,5,50,2,FALSE
4866,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,1,1,5,1,5,1,0,0,FALSE
4867,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
4868,5,5,8,1,8,3,0.27,4,2,3,1,15,1,0,3,3,14.42,17.18,4256.92,0.08,51,0.06,236.5,247.76,0.33,2,4,14,0.2,21,30,11,18,15,75,11,FALSE
4869,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4870,1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,2,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.2,4,5,4,3,5,66.67,3,FALSE
4871,1,3,7,0,0,1,0.13,0,0,1,1,4,1,0,1,4,24.75,1.33,44,0.01,11,0.75,2.44,33,1,0,0,5,0.07,8,3,6,2,14,87.5,8,FALSE
4872,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4873,1,1,2,6,0,1,0.33,0,0,1,1,2,1,0,1,2,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,3,0.09,3,5,3,4,11,88.89,3,FALSE
4874,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,20,0.5,5,0,5,2,0.28,10,1,0,0,3,0.33,3,2,3,1,3,0,1,FALSE
4875,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
4876,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,21,0.67,9.33,0,7,1.5,0.52,14,1,0,0,3,0.33,4,3,3,1,3,0,1,FALSE
4877,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4878,1,0,1,0,0,1,0.33,0,0,1,1,1,1,0,2,1,4,0.5,1,0,2,2,0.06,2,1,0,0,2,0.2,1,1,1,1,5,33.33,3,FALSE
4879,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,0,9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,1,0,0,3,0.25,2,9,2,7,4,66.67,3,FALSE
4880,5,1,4,0,8,3,0.5,4,2,2,0.67,9,1,0,2,1,8.54,5.83,290.67,0.02,15,0.17,16.14,49.83,0.33,2,4,8,0.38,5,10,3,7,8,66.67,6,FALSE
4881,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
4882,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
4883,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,50,2,FALSE
4884,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,1,0,1,0,0,FALSE
4885,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.18,3,109.62,0.01,11,0.33,6.09,36.54,1,0,0,4,0.25,4,7,4,6,4,50,2,FALSE
4886,9,7,20,3,12,5,0.2,6,2,5,1,22,1,0,5,0,33.65,8.75,2576.12,0.1,60,0.11,143.12,294.41,0.2,3,6,19,0.17,20,40,16,14,30,82.14,25,FALSE
4887,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,0,6,2,24,0,6,0.5,1.33,12,1,0,0,3,0.2,4,2,2,2,5,66.67,3,FALSE
4888,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,11.61,1,0,0,2,1,0,5,0,5,1,0,0,FALSE
4889,7,3,6,1,12,4,0.5,6,2,4,1,18,4,1,2,2,17.33,8.33,1203.58,0.05,34,0.12,66.87,144.43,1,3,6,16,0.31,15,19,9,10,13,77.78,8,FALSE
4890,1,3,2,0,0,1,0.33,0,0,1,1,5,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,6,0.2,2,4,2,4,5,66.67,3,FALSE
4891,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
4892,5,8,8,1,8,3,0.27,4,2,3,1,16,3,1,3,2,14.83,17,4286.94,0.08,55,0.06,238.16,252.17,1,2,4,15,0.21,17,38,8,16,14,75,11,FALSE
4893,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,4,0.25,4,6,4,5,4,50,2,FALSE
4894,3,0,0,0,4,2,1,2,2,1,0.5,5,1,0,0,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,0.5,1,2,5,1,3,5,2,5,2,0,0,FALSE
4895,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.5,3,5,3,5,2,0,1,FALSE
4896,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4897,1,0,3,0,0,1,0.25,0,0,1,1,1,1,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1,0,0,2,0.17,4,11,3,7,6,75,4,FALSE
4898,9,6,17,4,12,5,0.24,6,2,5,1,24,1,0,4,0,30.33,11,3670.35,0.11,68,0.09,203.91,333.67,0.2,3,6,21,0.19,22,46,15,15,27,84,21,FALSE
4899,11,10,18,0,18,6,0.27,8,2.25,6,1,27,6,1,4,6,21.7,25.8,14446.14,0.19,111,0.04,802.56,559.93,1,5,9,23,0.23,43,68,15,18,26,81.82,22,FALSE
4900,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4901,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4902,7,4,8,0,12,4,0.4,6,2,4,1,18,1,0,2,0,14.11,15.17,3246.47,0.07,48,0.07,180.36,214.05,0.25,3,6,16,0.33,21,27,9,13,12,80,10,FALSE
4903,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
4904,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,10.11,3.33,112.29,0.01,12,0.3,6.24,33.69,1,0,0,2,0.25,5,7,3,4,4,50,2,FALSE
4905,1,3,2,4,0,1,0.33,0,0,1,1,4,1,0,1,4,22.31,3.21,230.46,0.02,20,0.31,12.8,71.7,1,0,0,5,0.1,9,11,7,5,10,85.71,3,FALSE
4906,1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,0,9,3,81,0.01,9,0.33,4.5,27,1,0,0,2,0.2,2,7,2,6,5,66.67,3,FALSE
4907,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4908,3,3,4,0,4,2,0.4,2,2,1,0.5,8,1,0,1,2,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,0.5,1,2,8,0.29,9,12,5,8,7,80,5,FALSE
4909,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,1,0,0,FALSE
4910,3,0,4,0,4,2,0.4,2,2,1,0.5,6,1,0,1,2,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.29,4,7,2,5,7,80,5,FALSE
4911,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
4912,3,3,4,0,4,2,0.33,2,2,2,1,7,1,0,2,3,13.71,6.67,609.18,0.03,24,0.15,33.84,91.38,0.5,1,2,7,0.22,10,14,6,8,9,66.67,6,FALSE
4913,5,3,6,0,8,3,0.43,4,2,3,1,15,1,0,1,1,13.75,16,3521.25,0.07,48,0.06,195.63,220.08,0.33,2,4,14,0.33,16,32,8,16,9,85.71,7,FALSE
4914,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,8.72,4,139.48,0.01,11,0.25,7.75,34.87,1,0,0,3,1,4,7,3,6,1,0,0,FALSE
4915,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
4916,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,0,2,0,0,2,1,0,0,2,1,2,0,2,0,1,0,0,FALSE
4917,3,2,7,0,8,2,0.2,4,2,2,1,7,1,0,3,3,15.05,6.75,685.66,0.03,26,0.15,38.09,101.58,0.5,2,4,7,0.14,9,17,6,9,14,70,10,FALSE
